11.3052,-934.858,
17.3134,50.7858,
50.1906,-435.731,
440.537,52.3794,
-14.4496,-84.2918,
25.8497,206.257,
-190.92,24.8892,
-92.2999,218.38,
16.144,-166.925,
5.89071,-249.518,
-2.39698,-365.219,
-605.543,-166.004,
82.9328,-22.5074,
-71.3971,529.777,
31.0534,-39.1897,
-19.3286,119.395,
-155.789,-9.06402,
-49.5849,326.451,
-1159.63,77.2512,
745.263,205.668,
-448.153,-56.6543,
121.26,858.148,
30.0877,599.843,
23.8987,37.2309,
70.1685,150.271,
-14.4901,218.915,
1114.25,218.331,
49.2346,17.3815,
-12.5597,-95.6678,
27.6975,-60.6578,
-5.94567,-2017.31,
20.7805,-149.818,
-15.2534,110.315,
4.56454,-555.812,
31.4207,214.616,
-176.194,-114.738,
1.1285,-32.8628,
30.1223,-472.185,
-57.5087,100.519,
275.287,-170.311,
-161.408,418.432,
-99.9351,240.863,
210.734,45.4483,
25.1347,508.355,
471.844,-26.4213,
29.5444,71.1036,
536.506,91.4143,
801.494,-45.6159,
17.667,-51.9494,
-574.491,25.3476,
-127.008,-990.848,
15.3388,-3296.14,
61.0975,92.2166,
30.8282,-19.9643,
12.7695,70.4791,
409.149,155.526,
371.479,-6.67073,
152.541,924.73,
-20.8981,26.3383,
59.8276,9.07864,
21.2783,341.206,
-260.789,352.393,
33.7282,148.481,
-562.312,-19.4571,
