-756.834,-533.846,
26.2067,61.2543,
54.4583,-282.855,
591.514,83.7798,
-145.908,-318.359,
-86.3582,417.063,
-87.6779,61.9408,
-616.872,159.676,
39.2158,-229.669,
-37.7068,-314.177,
34.8028,-346.521,
-250.681,-701.689,
115.028,-22.7819,
-28.4611,277.102,
214.225,-573.456,
-8.21976,621.715,
-134.196,258.464,
1.43103,270.012,
-329.075,468.547,
327.546,62.791,
-123.993,-52.9535,
68.6568,903.791,
-0.586319,461.481,
-35.3286,154.592,
366.05,271.599,
-39.5004,99.3392,
639.879,68.2328,
28.337,68.7764,
-159.422,-738.36,
-22.2747,-42.6498,
-77.7577,-579.385,
-30.8325,-473.957,
-17.9639,360.316,
234.774,-347.239,
143.908,102.873,
-68.8367,-70.8324,
-23.104,-29.0358,
30.5656,-499.368,
-77.0087,105.416,
282.74,-232.921,
-54.263,520.833,
-164.347,530.569,
134.004,34.9358,
88.4354,300.774,
188.24,-180.683,
174.363,648.671,
249.795,322.325,
300.822,-431.854,
129.19,-183.006,
-295.34,37.1989,
-690.255,-939.684,
112.328,-1515.91,
70.5759,233.03,
52.616,-11.1875,
47.5279,232.006,
238.829,83.8171,
393.905,79.6922,
419.153,664.219,
-103.568,65.6613,
771.857,65.4315,
83.1561,104.076,
-169.593,122.44,
10.108,192.26,
-293.725,22.9934,
