-313.974,-482.381,
401.833,73.4211,
310.283,-415.162,
487.362,140.437,
-219.278,-449.507,
-131.534,432.98,
-137.531,62.233,
-322.714,247.222,
300.835,-155.786,
-60.3822,-371.811,
269.898,-484.683,
-240.809,-437.01,
427.504,-308.036,
189.446,216.273,
258.097,-221.997,
356.548,451.232,
-139.023,373.558,
-39.7602,289.799,
-144.465,277.753,
149.321,79.4734,
-486.947,-247.111,
86.8958,437.26,
-155.898,412.156,
365.519,287.184,
185.695,314.104,
109.198,87.7657,
409.95,-66.675,
30.8922,129.243,
-179.222,-464.526,
150.743,-182.539,
-128.235,-170.167,
-396.376,-323.86,
-181.061,171.596,
179.637,-211.868,
281.519,85.5168,
-33.3381,-325.499,
-106.144,-69.0053,
73.9266,-166.447,
-46.9081,103.383,
265.373,-172.196,
-63.8405,466.141,
-440.648,235.419,
378.531,56.7767,
307.063,197.271,
198.579,-389.951,
388.537,494.614,
91.1299,280.499,
396.339,-449.931,
185.058,-338.977,
-204.826,46.9443,
-338.283,-267.493,
270.43,-370.191,
5.07379,422.719,
147.793,-450.181,
205.153,414.24,
244.456,304.6,
174.447,63.0522,
357.933,279.234,
-475.375,175.008,
269.248,99.8053,
420.692,430.086,
-452.944,154.062,
7.72958,149.798,
-369.195,12.8937,
